name,oracle,auc_roc,auc_pr,f1,fpr,threshold,compromise_recall,recall_at_1pct_fpr,soph_naive,soph_statistical,soph_adaptive
Isolation Forest,False,0.8787112667175215,0.33009612229342994,0.2690531177829099,0.05005490483162518,0.5424512005824718,17.676143386897404,10.1890756302521,69.57894736842105,3.835616438356164,0.0
One-Class SVM,False,0.7047938684990834,0.26849539607096806,0.26102088167053367,0.05005490483162518,-111.43662493316359,10.135970333745364,13.760504201680673,21.789473684210527,10.821917808219178,6.59432387312187
Autoencoder,False,0.9067743930478487,0.4574651213427937,0.40191897654584224,0.05005490483162518,0.09513053297996518,28.92459826946848,18.48739495798319,29.36842105263158,33.42465753424658,10.10016694490818
TICD,False,0.8778244460302421,0.3340727226946631,0.36442989634478995,0.05005490483162518,0.8056859051104183,41.28553770086526,6.512605042016807,0.10526315789473684,0.0,73.45575959933223
Random Forest,True,0.9965334596503316,0.9643563258736125,0.8168498168498168,0.0015556368960468522,0.5,65.01854140914709,90.75630252100841,17.68421052631579,11.506849315068493,24.290484140233723
Gradient Boosting,True,0.9981944461532783,0.983872542479992,0.9208472686733556,0.0014641288433382138,0.5,84.42521631644004,96.32352941176471,19.157894736842106,18.21917808219178,32.053422370617696
